date,author,title
2018-06-02 01:29:54+00:00,Benjamin Golub,Introduction to Network Games with Linear Best Responses
2018-04-15 03:07:41+00:00,Ashraf A. Shahin,A Collective Neurodynamic Approach to Survivable Virtual Network Embedding
2018-04-10 18:00:09+00:00,James P. Bagrow,"An information-theoretic, all-scales approach to comparing networks"
2018-04-10 18:00:09+00:00,Erik M. Bollt,"An information-theoretic, all-scales approach to comparing networks"
2018-04-10 13:01:42+00:00,Alberto Aleta,Multilayer Networks in a Nutshell
2018-04-10 13:01:42+00:00,Yamir Moreno,Multilayer Networks in a Nutshell
2018-03-27 06:33:09+00:00,Supun Perera,Network Science approach to Modelling Emergence and Topological Robustness of Supply Networks: A Review and Perspective
2018-03-27 06:33:09+00:00,Michael Bell,Network Science approach to Modelling Emergence and Topological Robustness of Supply Networks: A Review and Perspective
2018-03-27 06:33:09+00:00,Michiel Bliemer,Network Science approach to Modelling Emergence and Topological Robustness of Supply Networks: A Review and Perspective
2018-03-10 23:33:29+00:00,Rubén J. Sánchez-García,Exploiting symmetry in network analysis
2018-03-06 21:14:13+00:00,M. E. J. Newman,Estimating network structure from unreliable measurements
2018-03-05 11:48:13+00:00,Marc Tarres-Deulofeu,Tensorial and bipartite block models for link prediction in layered networks and temporal networks
2018-03-05 11:48:13+00:00,Antonia Godoy-Lorite,Tensorial and bipartite block models for link prediction in layered networks and temporal networks
2018-03-05 11:48:13+00:00,Roger Guimera,Tensorial and bipartite block models for link prediction in layered networks and temporal networks
2018-03-05 11:48:13+00:00,Marta Sales-Pardo,Tensorial and bipartite block models for link prediction in layered networks and temporal networks
2018-03-02 18:13:15+00:00,A. P. Kartun-Giles,Sparse power-law network model for reliable statistical predictions based on sampled data
2018-03-02 18:13:15+00:00,D. Krioukov,Sparse power-law network model for reliable statistical predictions based on sampled data
2018-03-02 18:13:15+00:00,J. P. Gleeson,Sparse power-law network model for reliable statistical predictions based on sampled data
2018-03-02 18:13:15+00:00,Y. Moreno,Sparse power-law network model for reliable statistical predictions based on sampled data
2018-03-02 18:13:15+00:00,G. Bianconi,Sparse power-law network model for reliable statistical predictions based on sampled data
2018-02-19 19:26:48+00:00,Austin R. Benson,Tools for higher-order network analysis
2018-02-02 19:53:08+00:00,Deisy Morselli Gysi,Comparing multiple networks using the Co-expression Differential Network Analysis (CoDiNA)
2018-02-02 19:53:08+00:00,Tiago Miranda Fragoso,Comparing multiple networks using the Co-expression Differential Network Analysis (CoDiNA)
2018-02-02 19:53:08+00:00,Volker Buskamp,Comparing multiple networks using the Co-expression Differential Network Analysis (CoDiNA)
2018-02-02 19:53:08+00:00,Eivind Almaas,Comparing multiple networks using the Co-expression Differential Network Analysis (CoDiNA)
2018-02-02 19:53:08+00:00,Katja Nowick,Comparing multiple networks using the Co-expression Differential Network Analysis (CoDiNA)
2018-01-28 13:40:20+00:00,David Chalupa,A Probabilistic Ant-based Heuristic for the Longest Simple Cycle Problem in Complex Networks
2018-01-28 13:40:20+00:00,Phininder Balaghan,A Probabilistic Ant-based Heuristic for the Longest Simple Cycle Problem in Complex Networks
2018-01-28 13:40:20+00:00,Ken A Hawick,A Probabilistic Ant-based Heuristic for the Longest Simple Cycle Problem in Complex Networks
2017-12-27 19:11:29+00:00,Mandana Saebi,Efficient modeling of higher-order dependencies in networks: from algorithm to application for anomaly detection
2017-12-27 19:11:29+00:00,Jian Xu,Efficient modeling of higher-order dependencies in networks: from algorithm to application for anomaly detection
2017-12-27 19:11:29+00:00,Lance M. Kaplan,Efficient modeling of higher-order dependencies in networks: from algorithm to application for anomaly detection
2017-12-27 19:11:29+00:00,Bruno Ribeiro,Efficient modeling of higher-order dependencies in networks: from algorithm to application for anomaly detection
2017-12-27 19:11:29+00:00,Nitesh V. Chawla,Efficient modeling of higher-order dependencies in networks: from algorithm to application for anomaly detection
2017-12-22 01:59:39+00:00,Francesca Parise,"A variational inequality framework for network games: Existence, uniqueness, convergence and sensitivity analysis"
2017-12-22 01:59:39+00:00,Asuman Ozdaglar,"A variational inequality framework for network games: Existence, uniqueness, convergence and sensitivity analysis"
2017-12-14 20:31:29+00:00,George Philipp,Nonparametric Neural Networks
2017-12-14 20:31:29+00:00,Jaime G. Carbonell,Nonparametric Neural Networks
2017-12-02 16:34:11+00:00,Minhae Kwon,Distributed Topology Design for Network Coding Deployed Large-scale Sensor Networks
2017-12-02 16:34:11+00:00,Hyunggon Park,Distributed Topology Design for Network Coding Deployed Large-scale Sensor Networks
2017-10-31 16:02:19+00:00,Nicola Marchetti,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Irene Macaluso,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Nicholas Kaminski,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Merim Dzaferagic,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,M. Majid Butt,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Marco Ruffini,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Saul Friedner,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Julie Bradford,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Andrea Zanella,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Michele Zorzi,Complex Systems Science meets 5G and IoT
2017-10-31 16:02:19+00:00,Linda Doyle,Complex Systems Science meets 5G and IoT
2017-10-12 12:19:01+00:00,Matthias Dehmer,Quantitative Graph Theory: A new branch of graph theory and in network science
2017-10-12 12:19:01+00:00,Frank Emmert-Streib,Quantitative Graph Theory: A new branch of graph theory and in network science
2017-10-12 12:19:01+00:00,Yongtang Shi,Quantitative Graph Theory: A new branch of graph theory and in network science
2017-10-05 13:06:30+00:00,Sudarkodi Venkatesan,Network approach towards understanding the crazing in glassy amorphous polymers
2017-10-05 13:06:30+00:00,R. P. Vivek-Ananth,Network approach towards understanding the crazing in glassy amorphous polymers
2017-10-05 13:06:30+00:00,R. P. Sreejith,Network approach towards understanding the crazing in glassy amorphous polymers
2017-10-05 13:06:30+00:00,P. Mangalapandi,Network approach towards understanding the crazing in glassy amorphous polymers
2017-10-05 13:06:30+00:00,Ali A. Hassanali,Network approach towards understanding the crazing in glassy amorphous polymers
2017-10-05 13:06:30+00:00,Areejit Samal,Network approach towards understanding the crazing in glassy amorphous polymers
2017-09-18 15:22:25+00:00,Jürgen Hackl,TikZ-network manual
2017-09-06 15:44:01+00:00,Somaye Hashemifar,Computational prediction and analysis of protein-protein interaction networks
2017-08-28 03:00:21+00:00,Naoki Egami,Spillover Effects in the Presence of Unobserved Networks
2017-08-17 02:36:35+00:00,Cunlai Pu,Bufferless transmission in complex networks
2017-08-17 02:36:35+00:00,Wei Cui,Bufferless transmission in complex networks
2017-08-17 02:36:35+00:00,Jiexin Wu,Bufferless transmission in complex networks
2017-08-17 02:36:35+00:00,Jian Yang,Bufferless transmission in complex networks
2017-08-04 06:16:04+00:00,Jesper Bruun,"Network maps of student work with physics, other sciences, and math in an integrated science course"
2017-08-04 06:16:04+00:00,Ida Viola Andersen,"Network maps of student work with physics, other sciences, and math in an integrated science course"
2017-08-02 02:30:50+00:00,Bisma S. Khan,Emerging Topics in Internet Technology: A Complex Networks Approach
2017-08-02 02:30:50+00:00,Muaz A. Niazi,Emerging Topics in Internet Technology: A Complex Networks Approach
2017-07-29 23:48:49+00:00,Hiroki Sayama,Mapping the Curricular Structure and Contents of Network Science Courses
2017-07-28 07:43:39+00:00,Ursula Challita,Network Formation in the Sky: Unmanned Aerial Vehicles for Multi-hop Wireless Backhauling
2017-07-28 07:43:39+00:00,Walid Saad,Network Formation in the Sky: Unmanned Aerial Vehicles for Multi-hop Wireless Backhauling
2017-07-27 10:31:09+00:00,Jingjie Ding,Modular AWG-based Optical Shuffle Network
2017-07-27 10:31:09+00:00,Tong Ye,Modular AWG-based Optical Shuffle Network
2017-07-27 10:31:09+00:00,Tony T. Lee,Modular AWG-based Optical Shuffle Network
2017-07-27 10:31:09+00:00,Weisheng Hu,Modular AWG-based Optical Shuffle Network
2017-07-21 00:50:46+00:00,Michael Arnold,Predictive networking and optimization for flow-based networks
2017-07-08 17:17:29+00:00,Pau Vilimelis Aceituno,Tailoring Artificial Neural Networks for Optimal Learning
2017-07-08 17:17:29+00:00,Yan Gang,Tailoring Artificial Neural Networks for Optimal Learning
2017-07-08 17:17:29+00:00,Yang-Yu Liu,Tailoring Artificial Neural Networks for Optimal Learning
2017-06-28 14:18:51+00:00,Swapnil Dhamal,New Models and Methods for Formation and Analysis of Social Networks
2017-06-20 22:28:49+00:00,Michael Fire,The Rise and Fall of Network Stars: Analyzing 2.5 million graphs to reveal how high-degree vertices emerge over time
2017-06-20 22:28:49+00:00,Carlos Guestrin,The Rise and Fall of Network Stars: Analyzing 2.5 million graphs to reveal how high-degree vertices emerge over time
2017-06-13 05:41:40+00:00,Yukio Hayashi,A new design principle of robust onion-like networks self-organized in growth
2017-06-03 03:08:31+00:00,Ning Cai,On Almost Controllability of Dynamical Complex Networks with Noises
2017-06-03 03:08:31+00:00,Ming He,On Almost Controllability of Dynamical Complex Networks with Noises
2017-06-03 03:08:31+00:00,Qiu-Xuan Wu,On Almost Controllability of Dynamical Complex Networks with Noises
2017-06-03 03:08:31+00:00,M. Junaid Khan,On Almost Controllability of Dynamical Complex Networks with Noises
2017-05-31 22:30:24+00:00,Hiroki Sayama,NetSciEd: Network Science and Education for the Interconnected World
2017-05-31 22:30:24+00:00,Catherine Cramer,NetSciEd: Network Science and Education for the Interconnected World
2017-05-31 22:30:24+00:00,Lori Sheetz,NetSciEd: Network Science and Education for the Interconnected World
2017-05-31 22:30:24+00:00,Stephen Uzzo,NetSciEd: Network Science and Education for the Interconnected World
2017-05-08 19:39:22+00:00,L. Elisa Celis,"A Model for Information Networks: Efficiency, Stability and Dynamics"
2017-05-08 19:39:22+00:00,Aida S. Mousavifar,"A Model for Information Networks: Efficiency, Stability and Dynamics"
2017-05-07 21:40:42+00:00,Heman Shakeri,Generalization of Effective Conductance Centrality for Egonetworks
2017-05-07 21:40:42+00:00,Behnaz Moradi-Jamei,Generalization of Effective Conductance Centrality for Egonetworks
2017-05-07 21:40:42+00:00,Pietro Poggi-Corradini,Generalization of Effective Conductance Centrality for Egonetworks
2017-05-07 21:40:42+00:00,Nathan Albin,Generalization of Effective Conductance Centrality for Egonetworks
2017-05-07 21:40:42+00:00,Caterina Scoglio,Generalization of Effective Conductance Centrality for Egonetworks
2017-05-02 10:31:33+00:00,Loukianos Spyrou,Weighted network estimation by the use of topological graph metrics
2017-05-02 10:31:33+00:00,Javier Escudero,Weighted network estimation by the use of topological graph metrics
2017-04-28 18:01:50+00:00,Darko Hric,Stochastic Block Model Reveals the Map of Citation Patterns and Their Evolution in Time
2017-04-28 18:01:50+00:00,Kimmo Kaski,Stochastic Block Model Reveals the Map of Citation Patterns and Their Evolution in Time
2017-04-28 18:01:50+00:00,Mikko Kivelä,Stochastic Block Model Reveals the Map of Citation Patterns and Their Evolution in Time
2017-04-25 11:23:12+00:00,Onerva Korhonen,Consistency of Regions of Interest as nodes of functional brain networks measured by fMRI
2017-04-25 11:23:12+00:00,Heini Saarimäki,Consistency of Regions of Interest as nodes of functional brain networks measured by fMRI
2017-04-25 11:23:12+00:00,Enrico Glerean,Consistency of Regions of Interest as nodes of functional brain networks measured by fMRI
2017-04-25 11:23:12+00:00,Mikko Sams,Consistency of Regions of Interest as nodes of functional brain networks measured by fMRI
2017-04-25 11:23:12+00:00,Jari Saramäki,Consistency of Regions of Interest as nodes of functional brain networks measured by fMRI
2017-04-18 13:24:41+00:00,Tesfamariam M. Abuhay,Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
2017-04-18 13:24:41+00:00,Sergey V. Kovalchuk,Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
2017-04-18 13:24:41+00:00,Klavdiya O. Bochenina,Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
2017-04-18 13:24:41+00:00,George Kampis,Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
2017-04-18 13:24:41+00:00,Valeria V. Krzhizhanovskaya,Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
2017-04-18 13:24:41+00:00,Michael H. Lees,Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
2017-04-15 16:26:50+00:00,Fabio D'Andreagiovanni,Negative Cycle Separation in Wireless Network Design
2017-04-15 16:26:50+00:00,Carlo Mannino,Negative Cycle Separation in Wireless Network Design
2017-04-15 16:26:50+00:00,Antonio Sassano,Negative Cycle Separation in Wireless Network Design
2017-04-04 15:00:10+00:00,Christoph Martin,Estimating the sensitivity of centrality measures w.r.t. measurement errors
2017-04-04 15:00:10+00:00,Peter Niemeyer,Estimating the sensitivity of centrality measures w.r.t. measurement errors
2017-03-20 17:00:29+00:00,Mason A. Porter,The Role of Network Analysis in Industrial and Applied Mathematics
2017-03-20 17:00:29+00:00,Sam D. Howison,The Role of Network Analysis in Industrial and Applied Mathematics
2017-03-10 16:10:09+00:00,Alexandre Reiffers-Masson,Opinion-Based Centrality in Multiplex Networks: A Convex Optimization Approach
2017-03-10 16:10:09+00:00,Vincent Labatut,Opinion-Based Centrality in Multiplex Networks: A Convex Optimization Approach
2017-01-22 20:18:26+00:00,Rami Mochaourab,Distributed Clustering for Multiuser Networks through Coalition Formation
2017-01-22 20:18:26+00:00,Eduard Jorswieck,Distributed Clustering for Multiuser Networks through Coalition Formation
2017-01-22 20:18:26+00:00,Mats Bengtsson,Distributed Clustering for Multiuser Networks through Coalition Formation
2017-01-21 03:23:45+00:00,Rui Fan,A GPU-Based Solution to Fast Calculation of Betweenness Centrality on Large Weighted Networks
2017-01-21 03:23:45+00:00,Ke Xu,A GPU-Based Solution to Fast Calculation of Betweenness Centrality on Large Weighted Networks
2017-01-21 03:23:45+00:00,Jichang Zhao,A GPU-Based Solution to Fast Calculation of Betweenness Centrality on Large Weighted Networks
2017-01-12 14:52:22+00:00,Massimo Franceschet,The Massey's method for sport rating: a network science perspective
2017-01-12 14:52:22+00:00,Enrico Bozzo,The Massey's method for sport rating: a network science perspective
2016-12-26 21:50:42+00:00,Austin R. Benson,Higher-order organization of complex networks
2016-12-26 21:50:42+00:00,David F. Gleich,Higher-order organization of complex networks
2016-12-26 21:50:42+00:00,Jure Leskovec,Higher-order organization of complex networks
2016-12-13 05:47:19+00:00,Jan Bouda,Proceedings 11th Doctoral Workshop on Mathematical and Engineering Methods in Computer Science
2016-12-13 05:47:19+00:00,Lukáš Holík,Proceedings 11th Doctoral Workshop on Mathematical and Engineering Methods in Computer Science
2016-12-13 05:47:19+00:00,Jan Kofroň,Proceedings 11th Doctoral Workshop on Mathematical and Engineering Methods in Computer Science
2016-12-13 05:47:19+00:00,Jan Strejček,Proceedings 11th Doctoral Workshop on Mathematical and Engineering Methods in Computer Science
2016-12-13 05:47:19+00:00,Adam Rambousek,Proceedings 11th Doctoral Workshop on Mathematical and Engineering Methods in Computer Science
2016-10-19 18:49:50+00:00,A. L. Edelen,Neural Networks for Modeling and Control of Particle Accelerators
2016-10-19 18:49:50+00:00,S. G. Biedron,Neural Networks for Modeling and Control of Particle Accelerators
2016-10-19 18:49:50+00:00,B. E. Chase,Neural Networks for Modeling and Control of Particle Accelerators
2016-10-19 18:49:50+00:00,D. Edstrom,Neural Networks for Modeling and Control of Particle Accelerators
2016-10-19 18:49:50+00:00,S. V. Milton,Neural Networks for Modeling and Control of Particle Accelerators
2016-10-19 18:49:50+00:00,P. Stabile,Neural Networks for Modeling and Control of Particle Accelerators
2016-10-14 10:11:43+00:00,Mo Zhang,Prototype VOEvent Network Systems based on VTP and XMPP for the SVOM Chinese Science Center
2016-10-14 10:11:43+00:00,Maohai Huang,Prototype VOEvent Network Systems based on VTP and XMPP for the SVOM Chinese Science Center
2016-10-14 10:11:43+00:00,Chao Wu,Prototype VOEvent Network Systems based on VTP and XMPP for the SVOM Chinese Science Center
2016-08-03 22:02:29+00:00,Lin Li,Matching Community Structure Across Online Social Networks
2016-08-03 22:02:29+00:00,W. M. Campbell,Matching Community Structure Across Online Social Networks
2016-08-03 00:38:14+00:00,Dawei Zhao,The robustness of interdependent networks under the interplay between cascading failures and virus propagation
2016-08-03 00:38:14+00:00,Zhen Wang,The robustness of interdependent networks under the interplay between cascading failures and virus propagation
2016-08-03 00:38:14+00:00,Gaoxi Xiao,The robustness of interdependent networks under the interplay between cascading failures and virus propagation
2016-08-03 00:38:14+00:00,Bo Gao,The robustness of interdependent networks under the interplay between cascading failures and virus propagation
2016-08-03 00:38:14+00:00,Lianhai Wang,The robustness of interdependent networks under the interplay between cascading failures and virus propagation
2016-07-21 01:58:51+00:00,Aming Li,The fundamental advantages of temporal networks
2016-07-21 01:58:51+00:00,Sean P. Cornelius,The fundamental advantages of temporal networks
2016-07-21 01:58:51+00:00,Yang-Yu Liu,The fundamental advantages of temporal networks
2016-07-21 01:58:51+00:00,Long Wang,The fundamental advantages of temporal networks
2016-07-21 01:58:51+00:00,Albert-László Barabási,The fundamental advantages of temporal networks
2016-06-28 14:44:29+00:00,Michael Robinson,Modeling wireless network routing using sheaves
2016-06-27 15:48:56+00:00,Christian Persson,Maps of sparse Markov chains efficiently reveal community structure in network flows with memory
2016-06-27 15:48:56+00:00,Ludvig Bohlin,Maps of sparse Markov chains efficiently reveal community structure in network flows with memory
2016-06-27 15:48:56+00:00,Daniel Edler,Maps of sparse Markov chains efficiently reveal community structure in network flows with memory
2016-06-27 15:48:56+00:00,Martin Rosvall,Maps of sparse Markov chains efficiently reveal community structure in network flows with memory
2016-05-16 06:36:44+00:00,R. P. Sreejith,Forman curvature for directed networks
2016-05-16 06:36:44+00:00,Jürgen Jost,Forman curvature for directed networks
2016-05-16 06:36:44+00:00,Emil Saucan,Forman curvature for directed networks
2016-05-16 06:36:44+00:00,Areejit Samal,Forman curvature for directed networks
2016-04-15 03:20:05+00:00,Xianxia Yang,Traffic dynamics on dynamical networks: The connection between network lifetime and traffic congestion
2016-04-15 03:20:05+00:00,Cunlai Pu,Traffic dynamics on dynamical networks: The connection between network lifetime and traffic congestion
2016-04-15 03:20:05+00:00,Meichen Yan,Traffic dynamics on dynamical networks: The connection between network lifetime and traffic congestion
2016-04-15 03:20:05+00:00,Rajput Ramiz Sharafat,Traffic dynamics on dynamical networks: The connection between network lifetime and traffic congestion
2016-04-15 03:20:05+00:00,Jian Yang,Traffic dynamics on dynamical networks: The connection between network lifetime and traffic congestion
2016-04-12 22:31:18+00:00,Dinesh Govindaraj,Network Formation Game with Different Cost Value for Players
2016-04-11 09:07:01+00:00,Sabrina Nefti,"PSNR and Jitter Analysis of Routing Protocols for Video Streaming in Sparse MANET Networks, using NS2 and the Evalvid Framework"
2016-04-11 09:07:01+00:00,Maamar Sedrati,"PSNR and Jitter Analysis of Routing Protocols for Video Streaming in Sparse MANET Networks, using NS2 and the Evalvid Framework"
2016-04-02 11:54:23+00:00,Vincenza Carchiolo,Communities unfolding in multislice networks
2016-04-02 11:54:23+00:00,Alessandro Longheu,Communities unfolding in multislice networks
2016-04-02 11:54:23+00:00,Michele Malgeri,Communities unfolding in multislice networks
2016-04-02 11:54:23+00:00,Giuseppe Mangioni,Communities unfolding in multislice networks
2016-03-22 17:17:47+00:00,Ghazaleh Beigi,Signed Link Analysis in Social Media Networks
2016-03-22 17:17:47+00:00,Jiliang Tang,Signed Link Analysis in Social Media Networks
2016-03-22 17:17:47+00:00,Huan Liu,Signed Link Analysis in Social Media Networks
2016-02-28 18:32:14+00:00,Jacopo Iacovacci,Extracting Information from Multiplex Networks
2016-02-28 18:32:14+00:00,Ginestra Bianconi,Extracting Information from Multiplex Networks
2016-01-21 21:24:29+00:00,Raghu Singh Rathore,Planar 2-D Cracks And Inclusions In Elastic Media
2015-12-18 11:41:59+00:00,Atanu Chatterjee,Studies on the Structure and Dynamics of Urban Bus Networks in Indian Cities
2015-11-29 23:54:03+00:00,Alexander Kott,Science of Cyber Security as a System of Models and Problems
2015-11-26 21:07:05+00:00,Steffen Wendzel,Creativity in Mind: Evaluating and Maintaining Advances in Network Steganographic Research
2015-11-26 21:07:05+00:00,Carolin Palmer,Creativity in Mind: Evaluating and Maintaining Advances in Network Steganographic Research
2015-11-20 00:26:27+00:00,Sucheta Soundarajan,MaxOutProbe: An Algorithm for Increasing the Size of Partially Observed Networks
2015-11-20 00:26:27+00:00,Tina Eliassi-Rad,MaxOutProbe: An Algorithm for Increasing the Size of Partially Observed Networks
2015-11-20 00:26:27+00:00,Brian Gallagher,MaxOutProbe: An Algorithm for Increasing the Size of Partially Observed Networks
2015-11-20 00:26:27+00:00,Ali Pinar,MaxOutProbe: An Algorithm for Increasing the Size of Partially Observed Networks
2015-11-19 04:21:31+00:00,Zhesi Shen,Fundamental building blocks of controlling complex networks: A universal controllability framework
2015-11-19 04:21:31+00:00,Wen-Xu Wang,Fundamental building blocks of controlling complex networks: A universal controllability framework
2015-11-19 04:21:31+00:00,Chen Zhao,Fundamental building blocks of controlling complex networks: A universal controllability framework
2015-11-19 04:21:31+00:00,Ying-Cheng Lai,Fundamental building blocks of controlling complex networks: A universal controllability framework
2015-09-14 15:33:26+00:00,Nicoletta Bof,On the Role of Network Centrality in the Controllability of Complex Networks
2015-09-14 15:33:26+00:00,Giacomo Baggio,On the Role of Network Centrality in the Controllability of Complex Networks
2015-09-14 15:33:26+00:00,Sandro Zampieri,On the Role of Network Centrality in the Controllability of Complex Networks
2015-09-14 05:40:09+00:00,Atanu Chatterjee,Statistical Analysis of Bus Networks in India
2015-09-14 05:40:09+00:00,Manju Manohar,Statistical Analysis of Bus Networks in India
2015-09-14 05:40:09+00:00,Gitakrishnan Ramadurai,Statistical Analysis of Bus Networks in India
2015-09-01 03:01:11+00:00,Yangbo Song,Dynamic Network Formation with Foresighted Agents
2015-09-01 03:01:11+00:00,Mihaela van der Schaar,Dynamic Network Formation with Foresighted Agents
2015-08-05 22:33:37+00:00,Udit Bhatia,Network science based quantification of resilience demonstrated on the Indian Railways Network
2015-08-05 22:33:37+00:00,Devashish Kumar,Network science based quantification of resilience demonstrated on the Indian Railways Network
2015-08-05 22:33:37+00:00,Evan Kodra,Network science based quantification of resilience demonstrated on the Indian Railways Network
2015-08-05 22:33:37+00:00,Auroop R. Ganguly,Network science based quantification of resilience demonstrated on the Indian Railways Network
2015-08-05 19:41:59+00:00,Robert Döring,Evaluation des Algorithmus DIBADAWN zum Detektieren von Bruecken und Gelenkpunkten in 802.11 Maschennetzen
2015-07-30 13:56:48+00:00,Marco Winkler,On the Role of Triadic Substructures in Complex Networks
2015-07-27 21:37:23+00:00,Osuolale Abdulrahamon Tiamiyu,On the Simulation of Trusted Routing Mechanism
2015-07-03 07:42:37+00:00,Koji Sawa,Logic as a complex network
2015-05-25 08:12:41+00:00,Guy Karlebach,A Novel Algorithm for the Maximal Fit Problem in Boolean Networks
2015-04-28 14:08:06+00:00,Robin Haunschild,Networks of reader and country status: An analysis of Mendeley reader statistics
2015-04-28 14:08:06+00:00,Lutz Bornmann,Networks of reader and country status: An analysis of Mendeley reader statistics
2015-04-28 14:08:06+00:00,Loet Leydesdorff,Networks of reader and country status: An analysis of Mendeley reader statistics
2015-04-26 16:56:28+00:00,Ashraf A. Shahin,Memetic Elitist Pareto Evolutionary Algorithm for Virtual Network Embedding
2015-04-16 19:52:14+00:00,Zhen Wang,Evolutionary games on multilayer networks: A colloquium
2015-04-16 19:52:14+00:00,Lin Wang,Evolutionary games on multilayer networks: A colloquium
2015-04-16 19:52:14+00:00,Attila Szolnoki,Evolutionary games on multilayer networks: A colloquium
2015-04-16 19:52:14+00:00,Matjaz Perc,Evolutionary games on multilayer networks: A colloquium
2015-04-09 21:30:41+00:00,Natarajan Meghanathan,Using Spectral Radius Ratio for Node Degree to Analyze the Evolution of Scale Free Networks and Small World Networks
2015-04-01 14:22:33+00:00,Malek Jebabli,Overlapping Community Structure in Co-authorship Networks: a Case Study
2015-04-01 14:22:33+00:00,Hocine Cherifi,Overlapping Community Structure in Co-authorship Networks: a Case Study
2015-04-01 14:22:33+00:00,Chantal Cherifi,Overlapping Community Structure in Co-authorship Networks: a Case Study
2015-04-01 14:22:33+00:00,Atef Hamouda,Overlapping Community Structure in Co-authorship Networks: a Case Study
2015-03-28 04:33:31+00:00,Liaquat Hossain,Statistical Network Topology for Crisis Informetrics
2015-03-28 04:33:31+00:00,Rolf T. Wigand,Statistical Network Topology for Crisis Informetrics
2015-03-28 04:33:31+00:00,Shahadat Uddin,Statistical Network Topology for Crisis Informetrics
2015-03-23 10:08:41+00:00,Chuan Wen Loe,Revisiting Interval Graphs for Network Science
2015-03-23 10:08:41+00:00,Henrik Jeldtoft Jensen,Revisiting Interval Graphs for Network Science
2015-02-17 21:16:39+00:00,Lovro Šubelj,Network-based statistical comparison of citation topology of bibliographic databases
2015-02-17 21:16:39+00:00,Dalibor Fiala,Network-based statistical comparison of citation topology of bibliographic databases
2015-02-17 21:16:39+00:00,Marko Bajec,Network-based statistical comparison of citation topology of bibliographic databases
2015-02-10 03:43:40+00:00,Ashraf A. Shahin,Virtual Network Embedding Algorithms Based on Best-Fit Subgraph Detection
2015-02-09 04:51:41+00:00,Ashraf A. Shahin,Using Heavy Clique Base Coarsening to Enhance Virtual Network Embedding
2015-01-31 03:57:23+00:00,Pin-Yu Chen,Sequential Defense Against Random and Intentional Attacks in Complex Networks
2015-01-31 03:57:23+00:00,Shin-Ming Cheng,Sequential Defense Against Random and Intentional Attacks in Complex Networks
2015-01-13 15:01:47+00:00,Pavel Naumov,Knowledge in Communication Networks
2015-01-13 15:01:47+00:00,Jia Tao,Knowledge in Communication Networks
2015-01-13 02:10:16+00:00,Ebrahim Moradi Shahrivar,The Strategic Formation of Multi-Layer Networks
2015-01-13 02:10:16+00:00,Shreyas Sundaram,The Strategic Formation of Multi-Layer Networks
2014-12-26 07:49:49+00:00,Jiuqiang Xu,Improving controllability of complex networks by rewiring links regularly
2014-12-26 07:49:49+00:00,Jinfa Wang,Improving controllability of complex networks by rewiring links regularly
2014-12-26 07:49:49+00:00,Hai Zhao,Improving controllability of complex networks by rewiring links regularly
2014-12-26 07:49:49+00:00,Siyuan Jia,Improving controllability of complex networks by rewiring links regularly
2014-12-23 01:21:39+00:00,András Gulyás,Navigable Networks as Nash Equilibria of Navigation Games
2014-12-23 01:21:39+00:00,József Bíró,Navigable Networks as Nash Equilibria of Navigation Games
2014-12-23 01:21:39+00:00,Attila Kőrösi,Navigable Networks as Nash Equilibria of Navigation Games
2014-12-23 01:21:39+00:00,Gábor Rétvári,Navigable Networks as Nash Equilibria of Navigation Games
2014-12-23 01:21:39+00:00,Dmitri Krioukov,Navigable Networks as Nash Equilibria of Navigation Games
2014-12-03 15:19:37+00:00,Catherine Cramer,NetSci High: Bringing Network Science Research to High Schools
2014-12-03 15:19:37+00:00,Lori Sheetz,NetSci High: Bringing Network Science Research to High Schools
2014-12-03 15:19:37+00:00,Hiroki Sayama,NetSci High: Bringing Network Science Research to High Schools
2014-12-03 15:19:37+00:00,Paul Trunfio,NetSci High: Bringing Network Science Research to High Schools
2014-12-03 15:19:37+00:00,H. Eugene Stanley,NetSci High: Bringing Network Science Research to High Schools
2014-12-03 15:19:37+00:00,Stephen Uzzo,NetSci High: Bringing Network Science Research to High Schools
2014-11-19 08:04:53+00:00,Jérôme Kunegis,Exploiting the Structure of Bipartite Graphs for Algebraic and Spectral Graph Theory Applications
2014-11-19 05:51:22+00:00,Peng Wang,Link Prediction in Social Networks: the State-of-the-Art
