title,performers,event_dates,price,venue,location,contact_information,description,genres,source_url,cluster
Live Music with Mr. Ben – Tuesdays at the Hostel Cafe!,Mr. Ben,"March 3, 2026 at 5:00 pm",Free,The Hostel Cafe,"1810 NW Glisan Avenue, Portland, OR 97209",Not provided in source.,"Join for live music with children’s performer Mr. Ben, a fun show designed for kids ages newborn through 5, enjoyable for adults too, in a relaxed space for families to sing, move, and socialize.",Not provided in source.,https://pdxparent.com/event-single/live-music-with-mr-ben-tuesdays-at-the-hostel-cafe/2026-03-03/,1
The Power of Persistence - Women Transforming Cancer Research and Care,"Linda Tantawi, Lisa Coussens, PhD, Shivaani Kummar, MD, Laura Wood, MD, PhD, Kim A. Reiss, MD, Florencia McAllister, MD","Tuesday, March 10, 2026 at 1:00 PM",Not provided in source.,Knight Cancer Research Building,"2720 South Moody Avenue, Portland, OR 97201",Not provided in source.,"The symposium offers researchers, trainees, and guests an opportunity to convene at OHSU in Portland. It highlights the critical role women play in cancer research advancements and includes panels on career development in science and medicine.",Not provided in source.,https://www.eventbrite.com/e/the-power-of-persistence-women-transforming-cancer-research-and-care-tickets-1981803631009,1
Art and Conversation: Global Icons with Jordan Schnitzer,Jordan D. Schnitzer,"January 8, 2026, 10:30 am - 12:30 pm","Free for Members, $27.50 Adults, $24.50 Seniors 65+, $22.50 Students, Free Children 17 and under","Portland Art Museum, Mark Building","1119 SW Park Ave, Portland, OR","info@pam.org, 503-226-2811","Join collector Jordan D. Schnitzer for a morning of free coffee, pastries, and an engaging conversation about his art-collecting journey, followed by a visit to the galleries as part of Free First Thursday.",Not provided in source.,https://portlandartmuseum.org/event/art-and-conversation-jordan-schnitzers-global-icons/,1
Dry January Fest,"Jay Si Proof, Pura Vida Orquestra","Saturday, January 3, 2026, from 2:00 p.m. to 6:00 p.m.",$28 in advance or $33 day-of,McMenamins Kennedy School,"Portland, Oregon",Not provided in source.,"McMenamins Kennedy School is hosting its first-ever Dry January Fest featuring 30 non-alcoholic beverages, live music, food specials, and a board game lounge, promoting a fun, sober environment.","Jazz, Latin",https://youroregonnews.com/2025/12/19/mcmenamins-kennedy-school-turns-dry-january-into-a-first-ever-festival/,225
That's What She Said: 10 More Queers!,"Brooks, Kirsten Kuppenbender, Mel Heywood, Moss Bellm, Sarah B, Samhita Reddy, Shannon Sales, and Special Guests",31st January 2026 at 7:30 PM,$15.00 (with fees $18.00),The Siren Theater,"3913 N Mississippi Avenue, Portland, OR 97227",Not provided in source.,It’s a ten-year anniversary spectacular featuring celebratory stand-up comedy from various performers with all proceeds going to a local non-profit.,Comedy,https://www.merctickets.com/events/178809518/thats-what-she-said-10-more-queers,12
KISS OF A VAMPIRE with Zombie Tsunami and Earkiller,"KISS OF A VAMPIRE, Zombie Tsunami, Earkiller","February 5, 2026, Doors: 6:00 pm, SHOW: 7:00 pm PST",$13.91,Star Theater,"13 NW Sixth Avenue, Portland, OR","(866) 777-8932, dantesstartheater@gmail.com",KISS OF A VAMPIRE will perform alongside Zombie Tsunami and Earkiller at the Star Theater in Portland.,Not provided in source.,https://www.startheaterportland.com/tm-event/kiss-of-a-vampire-with-zombie-tsunami-and-earkiller/,1
GrindHouse disco~glam~metal~punk,Not provided in source.,"January 10, 2026 at 11:30 pm PST",$1.05,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","A live music event featuring GrindHouse that blends disco, glam, metal, and punk music styles.","disco, glam, metal, punk",https://www.danteslive.com/tm-event/grindhouse-discoglammetalpunk-15/,23
David Hockney: Works from the Collections of Jordan D. Schnitzer and His Family Foundation,Not provided in source.,"February 14 – July 26, 2026",Not provided in source.,Portland Art Museum,Portland,Not provided in source.,"The exhibition celebrates David Hockney, showcasing over 200 works, including prints, collages, and videos, that explore his artistic journey across six decades. It features themes like nature, human connection, and innovative perspectives.",Not provided in source.,https://dopdx.com/events/2026/2/14/david-hockney-works-from-the-collections-of-jordan-d-schnitzer-and-his-family-foundation-tickets,1
To Catch a Fascist with Christopher Mathias,"Christopher Mathias, Leah Sottile","Thursday, February 26, 7–9 pm",$25 - $100,Clinton Street Theater,"2522 S.E. Clinton St., Portland, OR 97202",Not provided in source.,"A discussion with author Christopher Mathias, focusing on his investigative journalism regarding the rise of the extreme right and anti-fascist movements, including tools to combat white supremacy.","Readings & Talks, Activism & Social Justice",https://everout.com/portland/events/to-catch-a-fascist-with-christopher-mathias/e230283/,226
Ghost World,WINK,"Friday, March 6th, 2026 8:00PM",Not provided in source.,Roseland Theater,Portland,Not provided in source.,"Ghost World featuring WINK will take place at Roseland Theater, a general admission event for those 21 and over with valid photo ID.",Not provided in source.,https://dopdx.com/events/2026/3/6/ghost-world-tickets,1
All Them Witches,"All Them Witches, King Buffalo",Tuesday 24 February 2026,Not provided in source.,McMenamins Crystal Ballroom,"Portland, OR, US",Not provided in source.,"All Them Witches and King Buffalo will perform at McMenamins Crystal Ballroom in Portland, OR.",Not provided in source.,https://www.songkick.com/metro-areas/12283-us-portland,1
I See Stars After Dark,I See Stars,"Wednesday, March 25th, 2026 at 11:00 PM",Not provided in source.,Hawthorne Theatre Lounge,"1507 SE 39th Ave, Portland, OR 97214",Not provided in source.,"I See Stars will be performing at the Hawthorne Theatre Lounge for an event that is 21 and over only, requiring a valid photo ID for entry.",Not provided in source.,https://hawthornetheatre.com/event/i-see-stars-after-dark/hawthorne-lounge/portland-oregon/,1
IT&I followed by Sinferno Cabaret - Dante's Live,It&i,"Sun April 05, 2026 08:30 pm PDT",$21.09,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com",A live performance featuring It&i followed by the Sinferno Cabaret.,Not provided in source.,https://www.danteslive.com/tm-event/iti-followed-by-sinferno-cabaret/,1
Miguel: CAOS Tour,"Miguel, Jean Dawson","March 6, 2026",Not provided in source.,Keller Auditorium,Downtown,Not provided in source.,"Miguel, the Grammy Award-winning alternative R&B artist, performs in Portland as part of his CAOS Tour, featuring music from his most recent album. This marks his first Portland performance since 2018, with support from Mexican American experimental pop artist Jean Dawson.",Alternative R&B,https://everout.com/portland/articles/the-top-31-events-in-portland-this-week-mar-2-8-2026/c6268/,227
Movement and North Face Free Climbing Day,Not provided in source.,"February 28, 2026 8:00 am - 8:00 pm",Free,Movement Portland,"1405 NW 14th Ave, Portland, OR 97209, United States",Not provided in source.,"Movement has teamed up with The North Face to offer a nationwide Free Climbing Day, providing free access, gear rentals, and classes for all experience levels.",Not provided in source.,https://pdxparent.com/event-single/movement-and-north-face-free-climbing-day/,1
GrindHouse disco~glam~metal~punk,Not provided in source.,"February 28, 2026, 11:30 pm PST",$1.05,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","GrindHouse will perform a disco, glam, metal, and punk themed event at Dante's Live.","Disco, Glam, Metal, Punk",https://www.danteslive.com/tm-event/grindhouse-discoglammetalpunk-6/,23
All Saints Open House,Not provided in source.,"March 12, 2026 6:00 pm",Not provided in source.,All Saints,"601 NE Cesar E Chavez Blvd, Portland, Oregon 97232, United States",Not provided in source.,"Join us for an Open House to discover a faith-centered education that builds confident, compassionate kids, grades Prek – 8. Experience learning through art, science, and social events.",Not provided in source.,https://pdxparent.com/event-single/all-saints-open-house/2026-03-12/,1
Portland Parks ‘Explore Your Park Series’ at Mt Scott Park,Not provided in source.,"February 28, 2026 11:00 am - 1:00 pm",Free,Mt Scott Park,"5530 SE 72nd Avenue, Portland, OR 97206 United States",Not provided in source.,"The Explore Your Park series is a community event featuring a scavenger hunt, creature feature, and hands-on activities to educate participants about the plants and animals in the park. It is free, open to all ages, and allows for drop-in participation.","Educational, Outdoor, Family Fun",https://pdxparent.com/event-single/portland-parks-explore-your-park-series-at-mt-scott-park-2/,228
A Night of Music - Fundraiser for Ethos Music Center,LaRhonda Steele; Ashleigh Flynn & the Riveters; The Cabin Project; and a special surprise guest.,"Tuesday, March 3, 2026, 7:00 PM - 11:00 PM",$30,Alberta Street Pub,"1036 NE Alberta, Portland, OR 97211",Not provided in source.,"A fundraising concert for the Ethos Music Center featuring various musical performances, with doors opening at 6:00 PM and all ages welcome until 9:30 PM.",Not provided in source.,https://everout.com/portland/events/a-night-of-music-fundraiser-for-ethos-music-center/e231504/,1
Big Horn Show - Dinner Auction,Not provided in source.,"Friday, March 20, 2026, 6:30 pm","$75 for Dinner Auction, $100 for Raffle Package, $20 for Raffle Tickets",Spokane Fair and Expo Center,"404 North Havana Spokane, 99212","Customer Support: 6200 SW Virginia Ave, Suite 208 Portland, OR 97239, [email protected], 1-800-820-9884","Join us for an unforgettable evening at the Big Horn Show's signature Dinner Auction featuring BBQ from Longhorn, live and silent auctions for outdoor gear, and raffle games to support conservation efforts.",Not provided in source.,https://tickettomato.com/event/9828/big-horn-show-dinner-auction,1
"SPLINTERHEAD with Dystoria, Pyromancer, Baby Grendel, & Roach Clip","Splinterhead, Dystoria, Baby Grendel, Roach Clip","February 19, 2026, 08:30 pm PST",$14.94,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","SPLINTERHEAD will perform alongside Dystoria, Baby Grendel, and Roach Clip at Dante's Live.",Not provided in source.,https://www.danteslive.com/tm-event/splinterhead-with-dystoria-pyromancer-baby-grendel-roach-clip/,1
Marty Supreme,Not provided in source.,"February 24, 2026 at 7:00 PM","$6 per person, $4 children 12 & under - kids 2 & under are free",Kennedy School Theater,"5736 NE 33rd Ave., Portland, OR 97211",(503) 249-3983,"Marty Supreme is a film about Marty Mauser, a young man with a dream no one respects, who goes to hell and back in pursuit of greatness.",Not provided in source.,https://www.mcmenamins.com/kennedy-school/kennedy-school-theater,1
Tumble Time,Not provided in source.,"February 26, 2026 at 11:30 am - 12:30 pm",$5.00,OMEGA Gymnastics,"9700 SW Harvest Ct STE 180, Beaverton, OR",Not provided in source.,"Instructor supervised open play for children aged 24 months to 8 years, including warm up, event rotation areas, and play time, with a requirement for guardians to stay with children under 3 years.","Active, Indoor, Kids",https://pdxparent.com/event-single/tumble-time/2026-02-26/,229
Second Floor: A Second Sunday Improv Jam!,Not provided in source.,"March 8, 2026, from 7 pm to 9 pm",Pay what you can! (Suggested donation is: $10),Event Space @ The Candle Creation Bar,"724 Northeast 22nd Avenue, Portland, OR 97232",Not provided in source.,"Join us for an improv jam where participants of all experience levels can try out different formats, seek feedback, and build community.",Not provided in source.,https://www.eventbrite.com/e/second-floor-a-second-sunday-improv-jam-tickets-1978647886091,1
Pacific Northwest Regional Yo-Yo Contest 2026,Not provided in source.,"Saturday, March 7th, 2026, at 9:00 AM","13 and under $5, 13+ $10",Crystal Ballroom,Portland,Not provided in source.,"The Pacific Northwest Regional Yo-Yo Contest 2026 is an all-ages event where skilled yo-yoers compete for a seat at the National Yo-Yo Contest, featuring many yo-yo and skill toy vendors for family fun.",Not provided in source.,https://crystalballroompdx.com/events/275422,1
"Presenting Brian Wilson Collaborator, Stephen J. Kalinich & Friends!","Stephen J. Kalinich, Willie Aron, Victor Krummenacher, LuAnn Olson, Milo Binder, Steve Barton","Sunday, March 1, 2026 at 7:00 PM",Not provided in source.,Artichoke Community Music,"2007 Southeast Powell Boulevard, Portland, OR 97202",Not provided in source.,"West-Coast songwriter and poet Stephen J. Kalinich makes his Portland debut, performing his new album “I Love My Life” live, alongside various accompanying artists.",Not provided in source.,https://www.eventbrite.com/e/presenting-brian-wilson-collaborator-stephen-j-kalinich-friends-tickets-1982097732675,1
The Neon Room at Helium: Matt Kirshen,Matt Kirshen,"14 March 2026, 8:00 PM",Not provided in source.,Helium Comedy Club,Portland,Not provided in source.,"Matt Kirshen, known for his precision wit and impressive reputation in the comedy world, will be performing at Helium Comedy Club. He gained recognition through his appearances on various shows and his podcast, bringing a mix of comedy and science to his material.",Comedy,https://dopdx.com/events/2026/3/14/the-neon-room-at-helium-matt-kirshen-tickets,12
SGT SPLENDOR followed by Sinferno Cabaret - Dante's Live,Sgt. Splendor (featuring Eric McFadden & Kate Vargas),"February 08, 2026, at 08:30 PM PST",$21.09,Dante's,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","Sgt. Splendor, featuring Eric McFadden and Kate Vargas, is a unique music duo known for their heavy blues and rock music. The performers have a rich background in the music industry and have received critical acclaim for their work.","Blues, Rock",https://www.danteslive.com/tm-event/sgt-splendor-followed-by-sinferno-cabaret/,123
Weekly Member Hour,Not provided in source.,"March 4, 2026, 9:00 AM – 10:00 AM",Free,Lan Su Chinese Garden,"239 NW Everett Street, Portland, Oregon 97209","503-228-8131, [email protected]","Members and their guests are invited to enjoy an exclusive hour in the garden during early morning, allowing for a quiet stroll as the city begins its day.",Not provided in source.,https://lansugarden.org/event/weekly-member-hour-3/2026-03-04/,1
Monster Jam® Portland,Not provided in source.,"Saturday, February 28, 2026 1:00 PM & 7:00 PM",Varies,Moda Center,"1 N Center Ct St, Portland, OR 97227",Not provided in source.,"Monster Jam® Portland is a family motorsports event featuring thrilling races and stunts performed by 12,000-pound Monster Jam trucks at the Moda Center. Attendees can experience exhilarating action including Racing, 2-Wheel Skills, and Freestyle competitions.",Not provided in source.,https://pdxparent.com/event-single/monster-jam-portland/2026-02-28/,1
BUCKMAN ART SHOW & SELL,Over 100+ local Portland artists,"March 14, 2026 10am - 5pm",$5 suggested donation,Buckman Elementary School,"320 SE 16th Ave, Portland, OR",Not provided in source.,"The 36th annual Buckman Art Show and Sell is a fundraiser to support arts education at Buckman, featuring over 100 local artists, student art available for purchase, food trucks, and activities for all ages.",Visual Arts,https://buckmanartshow.weebly.com/,230
Kris Deelane & the Hurt,Kris Deelane & the Hurt,12th April 2026 at 01:00 AM,Not provided in source.,Not provided in source.,Not provided in source.,Not provided in source.,"Kris Deelane is making a significant impact in the Portland Rock scene with her nine-piece soul band, The Hurt. She is enhancing her performances throughout Portland and the Pacific Northwest while maintaining a strong local presence.","Rock, Soul",https://laurelthirst.com/events/kris-deelane-the-hurt-27/,99
D&D Comedy Night: Sam Morrison presents DUCK,"Sam Morrison, Arlo Weierhauser","January 16, 2026 at 7:30 PM",From $28.52,Clinton Street Theater,"2522 Southeast Clinton Street, Portland, OR 97202",Not provided in source.,"Sam Morrison presents a work-in-progress showing of his new solo show, DUCK, an exploration of evolutionary purpose with comedic elements.",Comedy,https://www.eventbrite.com/e/dd-comedy-night-sam-morrison-presents-duck-tickets-1974538584058,12
Blackwater Holylight,"Blackwater Holylight, SOM, the Prids","March 11, 2026, 8:00 PM",$32.18,Aladdin Theater,"3017 SE Milwaukie, Portland, OR 97202",Not provided in source.,"Blackwater Holylight, a band that combines dark and light musical elements, is performing at Aladdin Theater. They will present their new album, ""Not Here Not Gone,"" which features heavy guitar riffs, ambient synths, and reflective lyrics on relationships and personal experiences. The show will also feature opening acts from SOM and the Prids.","Doom metal, shoegaze, alt-rock",https://everout.com/portland/events/blackwater-holylight/e222788/,231
Magic City Hippies,Magic City Hippies,"February 21, 2026",$36.50 - $127.93,Wonder Ballroom,"128 NE Russell, Portland, OR 97212",Not provided in source.,"Magic City Hippies, a Miami-based funk band, is known for their vibrant mix of easy melodies, autotune, rap verses, and soul accents. Their album ""Enemies"" is described as reflective of themes like grief and resilience. Their live performances are energetic and engaging.","Funk, Rock, R&B/Soul",https://everout.com/portland/events/magic-city-hippies/e219416/,99
Perfect Blue,Not provided in source.,"February 22, 2026, 4 pm",$15,PAM CUT's Tomorrow Theater,"3530 SE Division Street, Portland, OR 97202",Not provided in source.,"Join us for a screening of Perfect Blue, curated by Charli XCX as one of the films that inspired her for her upcoming film The Moment. The film features a pop star turned actress whose reality and fantasy begin to meld into paranoia.",Film,https://everout.com/portland/events/perfect-blue/e229989/,72
Lightsabers on Ice,DJ,"Friday, January 16, 2026 at 8:00 pm",$20,Lloyd Center,"Portland, OR",Not provided in source.,"""Lightsabers on Ice"" offers fans the chance to skate with ""Star Wars"" enthusiasts while dressed in costumes, accompanied by music from a DJ. Participants can borrow or bring their own lightsabers for skating.",Not provided in source.,https://hereisoregon.com/events/2026/01/lightsabers-on-ice-returns-to-portlands-weirdest-mall.html,1
WALDO followed by Sinferno Cabaret - Dante's Live,Waldo,"18th January 2026, 08:30 pm PST",$20.06,Dante's Live,"350 W Burnside St, Portland, OR, 97209","(866) 777-8932, DantesStarTheater@gmail.com",Waldo will perform followed by Sinferno Cabaret.,Not provided in source.,https://www.danteslive.com/tm-event/waldo-followed-by-sinferno-cabaret/,1
System Of A Clown & guests,System Of A Clown,09 April 2026 08:30 PM PDT,$22.12,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","System Of A Clown will be performing live at Dante's on April 9, 2026. Doors open at 8:00 PM and the show begins at 8:30 PM. This event is for ages 21 and up.",Not provided in source.,https://www.danteslive.com/tm-event/system-of-a-clown-guests-2/,1
kwn: tour 2026,Not provided in source.,"Friday, March 6, 2026, 8 pm",$46.50 - $108.10,Crystal Ballroom,"1332 W Burnside, Portland, OR 97209",Not provided in source.,kwn: tour 2026 performed at the Crystal Ballroom in Portland as part of the event organized by Monqui. Tickets previously purchased for the Wonder Ballroom will be honored at this venue.,"Hip-Hop/Rap, R&B/Soul/Funk",https://everout.com/portland/events/kwn-tour-2026/e222608/,70
EBK YOUNG JOC END OF THE WORLD TOUR,EBK Young Joc,"January 15, 2026, 7:30 pm PST",$26.76 - $67.96,Star Theater,"13 NW 6th Ave, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com",EBK Young Joc will be performing as part of the End of the World Tour at the Star Theater in Portland. The show is open to all ages.,Not provided in source.,https://www.startheaterportland.com/tm-event/ebk-young-joc-end-of-the-world-tour/,1
Amy Miller,Amy Miller,"January 25, 2026 at 7:30 PM",$22.00,The Siren Theater,"3913 N. Mississippi Ave, Portland, OR 97227",Not provided in source.,"Amy Miller, a noteworthy comedian and a Comedy Central ""Up Next"" comic, is performing at The Siren Theater. She has a new Half Hour Special on Comedy Central and is recognized for her personal and political humor.",Comedy,https://www.merctickets.com/events/178791506/amy-miller,12
The Rocky Horror Picture Show with the Clinton Street Cabaret,Clinton Street Cabaret,"February 7, 2026, at 10:30 PM",$12,Clinton Street Theater,"Portland, Oregon",[clintonstreetcabaret@gmail.com](mailto:clintonstreetcabaret@gmail.com),"Join the weekly screening of The Rocky Horror Picture Show, a classic since 1978, featuring the Clinton Street Cabaret cast. This famous show continues to entertain audiences at the Clinton Street Theater.",Not provided in source.,https://cstpdx.com/event/the-rocky-horror-picture-show-with-the-clinton-street-cabaret-80/,1
Summer Salt: Reside North America,"Boyscott, Wabie","Saturday, February 21st, 2026 at 7:30 PM",Not provided in source.,Hawthorne Theatre,"1507 SE 39th Ave, Portland, OR 97214",gm@hawthornetheatre.com,Summer Salt will perform on their Reside North America tour alongside opening acts Boyscott and Wabie.,Not provided in source.,https://hawthornetheatre.com/event/summer-salt-reside-north-america/hawthorne-theatre/portland-oregon/,1
Red Panda Death March + Skitzotoxin + Griefer,"Red Panda Death March, Skitzotoxin, Griefer","April 18, 2026, 7:30 PM",$10.00 +$1.50 fee +$0.29 ticket service fee,Turn! Turn! Turn!,"8 NE Killingsworth St, Portland, OR 97211, USA",joelchristerson@gmail.com,"A live music event featuring performances by Red Panda Death March, Skitzotoxin, and Griefer at Turn! Turn! Turn! in Portland.",Not provided in source.,https://www.lonelygodpdx.com/events/red-panda-death-march-skitzotoxin-griefer-turn-turn-turn,1
Portland Irish Festival,Not provided in source.,"Friday, March 13 - Tuesday, March 17, 12:00 PM",Not provided in source.,Kells Irish Restaurant & Pub,Portland,Not provided in source.,The Portland Irish Festival is a multi-day event celebrating Irish culture and festivities.,Not provided in source.,https://dopdx.com/events/2026/3/13/portland-irish-festival-tickets,1
Julie Fowlis,Julie Fowlis,"February 13, 2026 7:30 pm",$30 – $50,The Reser,"12625 SW Crescent St, Beaverton, OR 97005",Not provided in source.,"Julie Fowlis is a multi-award winning singer known for her work influenced by the Hebridean islands and Highland landscapes. She has performed globally and is recognized for providing vocals for the theme songs of Disney Pixar's ""Brave.""",Not provided in source.,https://thereser.org/event/julie-fowlis/,1
Food is Love Fundraising Auction,Not provided in source.,"Saturday, March 14, 2026",Not provided in source.,Embassy Suites Portland Airport Hotel,Not provided in source.,imke@snowcap.org or call 503-405-4931,"SnowCap Community Services’ “Food is Love” Signature Auction will feature live and silent auctions, raffles, and special experiences for guests, with nearly 300 attendees expected.",Not provided in source.,https://theoutlookonline.com/2026/02/28/tickets-available-for-snowcaps-food-is-love-fundraising-auction/,1
MEL BROWN B3 ORGAN GROUP,Mel Brown B3 Organ Group,22 January 2026 8:00 pm PST,$36.54 - $268.29,Jack London Revue,"529 SW 4th Ave, Portland, OR 97204",Not provided in source.,"The Mel Brown B3 Organ Group, an Oregon Music Hall Of Fame inductee ensemble known for their captivating performances and strong jazz, blues, and soul influences, will be performing live at the Jack London Revue.","Jazz, Blues, Soul",https://www.jacklondonrevue.com/tm-event/mel-brown-b3-organ-group/,123
Dead Comics Society,Not provided in source.,"Friday, 6 March 2026 at 7:30 PM",Not provided in source.,Framework,Portland,Not provided in source.,Not provided in source.,Not provided in source.,https://dopdx.com/events/2026/3/6/dead-comics-society-1771871393,1
All That Jazz,Not provided in source.,"January 18, 2026, 2:00 pm - 4:00 pm","General Admission: $27.50 Adults, $24.50 Seniors 65+, $22.50 Students, Free for Children 17 and under",Portland Art Museum,"1219 SW Park Ave, Portland, OR","info@pam.org, 503-226-2811","Join us for a special screening of Bob Fosse’s musical masterpiece ""All That Jazz"" with an introduction by Head of Programming Joanna Sokolowski. The film features Roy Scheider as Joe Gideon, showcasing the pressures of a Broadway production and its toll on his health, pushing the musical genre to new depths.",Musical,https://portlandartmuseum.org/event/all-that-jazz/,138
Ants Ants Ants,"Johnny Clay, Dave Gulick, Nat Johnson","February 28, 2026 at 2:00 pm",Free. Tickets required.,Walters Cultural Arts Center,Not provided in source.,Not provided in source.,"Get ready to dance and sing along with Portland’s beloved kindie band bringing retro-pop charm and sunny, feel-good vibes to audiences of all ages. This high-energy interactive show features playful lyrics and infectious harmonies, delivering a wholesome burst of musical fun.","Music, Kindie",https://pdxparent.com/event-single/ants-ants-ants/,232
The Refugee & Immigrant Girls World Cup,Not provided in source.,"March 29, 2026 at 8:00 am - 4:30 pm",Not provided in source.,Eastside Timbers Sports Complex,"4710 S.E. 174th Ave., Portland, OR",bottlestosoccer@gmail.com,"The Refugee & Immigrant Girls World Cup is a free soccer tournament organized to provide refugee and immigrant girls ages 10-18 a safe space to play and celebrate community, sportsmanship, and culture in Portland. The event includes participation from six teams and aims to create a supportive environment for players and their families.",Not provided in source.,https://hereisoregon.com/experiences/2026/03/portland-soccer-tournament-gives-refugee-and-immigrant-girls-a-safe-space-to-play.html,1
Heads and Hearts: Seeing the Landscape through Nez Perce Eyes,Not provided in source.,"January 10, 2026 to February 16, 2026. Open daily from 9:30 am to 5:30 pm Tuesday to Friday and Sunday, and 9:30 am to 7 pm Saturday.",$15–$20,Oregon Museum of Science and Industry (OMSI),"1945 SE Water Ave, Portland, Oregon",503-797-4000,"The ""Heads and Hearts: Seeing the Landscape through Nez Perce Eyes"" exhibition at OMSI combines geologic facts with Nez Perce tribal legends, exploring the intersection of natural history and Indigenous storytelling. The exhibition includes artifacts related to tribal culture and aims to inspire future generations of earth scientists.",Not provided in source.,https://wweek.com/outdoors/2026/01/14/nez-perce-exhibition-at-omsi-unites-heads-and-hearts/,1
Memoria – A Tribute to Kurt Cobain and Nirvana (Early Show - MTV-Style Unplugged),"Nevermind, Negative Creep","21 February 2026, 6:00 PM",$35,Mission Theater,"1624 NW Glisan, Portland, OR 97209",Not provided in source.,"Memoria – A Tribute to Kurt Cobain and Nirvana is an event honoring the legacy of Kurt Cobain. The early show features an intimate performance in an MTV Unplugged style, while the late show offers an energetic electric set, both featuring tribute bands from Seattle.",Rock,https://everout.com/portland/events/memoria-a-tribute-to-kurt-cobain-and-nirvana-early-show-mtv-style-unplugged/e231353/,22
Brandi Carlile - The Human Tour,Brandi Carlile,"March 4, 2026",Not provided in source.,Moda Center,"Portland, Oregon",Not provided in source.,"Brandi Carlile returned to Portland for a sold-out performance, reflecting on her journey from small shows to arena performances.",Not provided in source.,https://katu.com/news/entertainment/brandi-carlile-brings-human-tour-back-home-to-pnw-for-sold-out-portland-show-moda-center-concert-photos-gallery-photo-oregon-rose-city-music,1
Lunar New Year Lantern Viewing Evenings,Live Chinese music,"March 5, 2026, 5:30 PM – 7:30 PM",$22.95,Lan Su Chinese Garden,"239 NW Everett Street, Portland, OR 97209","503-228-8131, [email protected]",Enjoy an enchanting lantern-lit evening accompanied by live Chinese music at Lan Su Chinese Garden.,Not provided in source.,https://lansugarden.org/events/2026-03-05/,1
Bill Frisell Trio w/ Charlie Hunter Trio,"Bill Frisell Trio featuring Luke Bergman & Tim Angulo, Charlie Hunter Trio","Thursday, March 12, 8 pm",$69.13 - $74.27,Aladdin Theater,"3017 SE Milwaukie, Portland, OR 97202",Not provided in source.,"Bill Frisell Trio will perform with Charlie Hunter Trio as part of the 2026 Biamp Portland Jazz Festival, featuring acclaimed guitarist Bill Frisell who has a celebrated career spanning over 40 years.","Jazz, Funk, Blues",https://everout.com/portland/events/bill-frisell-trio-w-charlie-hunter-trio/e220400/,89
Live music with The NW Rhythm Makers,The NW Rhythm Makers,"Friday, March 13, 6–9 pm",Free,Hillsboro Downtown Station,"320 SE Baseline St, Hillsboro, OR 97123",Not provided in source.,This ensemble group plays danceable hits from yesteryear.,Not provided in source.,https://everout.com/portland/events/live-music-with-the-nw-rhythm-makers/e233124/,1
Oregon Otter Beer Festival,"KMHD’s Bryson Wallace (DJ set), Mike Bennett (live painting)","April 11, 2026 at 7:00 p.m. - 10:30 p.m.",Not provided in source.,Oregon Museum of Science and Industry (OMSI),"Portland, Oregon",www.elakhaalliance.org,"The Oregon Otter Beer Festival is a fundraiser hosted by the Elakha Alliance to support efforts to restore sea otters to the Oregon coast. The event will feature craft beverages, sea otter-themed beers, food, art, music, and interactive activities. Proceeds will go toward marine conservation efforts.",Not provided in source.,https://www.beachconnection.net/news/portland-event-fundraiser-bring-sea-otters-back-coast.php,1
Cascade Festival of African Films,Not provided in source.,"February 6 - March 7, 12:00 PM",Not provided in source.,Not provided in source.,"Portland, OR",Not provided in source.,"The Cascade Festival of African Films takes place over a month, showcasing films from Africa.",Not provided in source.,https://dopdx.com/events/2026/2/6/cascade-festival-of-african-films-tickets,1
Best of Portland Stand-up,"David Tvetie, Sean Jordan, Vahé Hove, Lee H Tillman, Marietje Hauprich, Jaren George","February 14, 2026 8:00 pm",$25 – $35,Patricia Reser Center for the Arts,"12625 SW Crescent St, Beaverton, OR 97005",Not provided in source.,"A showcase of the next wave of stand-up comedians from Portland, featuring a mix of bold and unforgettable performances from the city's sharpest and funniest talents.",Comedy,https://thereser.org/event/best-of-portland-stand-up/,12
MORE COLORS THAN THE EYE CAN SEE: A Conversation with Jeffrey Gibson,Jeffrey Gibson,"March 13, 2026, 5:30 pm - 7:00 pm","General admission fees apply, free for Members and youth 17 and under.","Portland Art Museum, Mark Building","1119 SW Park Ave, Portland, OR","info@pam.org, 503-226-2811","Join acclaimed artist Jeffrey Gibson for an evening conversation reflecting on his larger artistic practice, inspired by his recent representation of the U.S. at the Venice Biennale. This event ties into an educational initiative aimed at transforming the teaching of Native American art and cultures.",Not provided in source.,https://portlandartmuseum.org/event/more-colors-than-the-eye-can-see-a-conversation-with-jeffrey-gibson/,1
